		Semantic	Jaccard	event
HOG:0000014	HOG:0000014	19.170928340239154	1.0	14-gain-loss
HOG:0000014	HOG:0000015	13.497304537935793	1.0	14-gain-loss
HOG:0000014	HOG:0000041	15.336742672191324	1.0	14-gain-loss
HOG:0000014	HOG:0000068	19.170928340239154	1.0	14-gain-loss
HOG:0000014	HOG:0000109	19.170928340239154	1.0	14-gain-loss
HOG:0000014	HOG:0000111	19.170928340239154	1.0	14-gain-loss
HOG:0000014	HOG:0000137	13.497304537935793	1.0	14-gain-loss
HOG:0000014	HOG:0000139	19.170928340239154	1.0	14-gain-loss
HOG:0000014	HOG:0000239	16.87163067241974	1.0	14-gain-loss
HOG:0000014	HOG:0000246	19.170928340239154	1.0	14-gain-loss
HOG:0000014	HOG:0000257	15.336742672191324	1.0	14-gain-loss
HOG:0000014	HOG:0000272	19.170928340239154	1.0	14-gain-loss
HOG:0000014	HOG:0000277	19.170928340239154	1.0	14-gain-loss
HOG:0000014	HOG:0000014	19.170928340239154	1.0	14-duplication
HOG:0000014	HOG:0000014	19.170928340239154	1.0	14-duplication-loss
HOG:0000014	HOG:0000014	19.170928340239154	1.0	14-gain
HOG:0000014	HOG:0000014	19.170928340239154	1.0	14-loss-presence
HOG:0000014	HOG:0000015	13.497304537935793	1.0	14-loss-presence
HOG:0000014	HOG:0000041	15.336742672191324	1.0	14-loss-presence
HOG:0000014	HOG:0000068	19.170928340239154	1.0	14-loss-presence
HOG:0000014	HOG:0000109	19.170928340239154	1.0	14-loss-presence
HOG:0000014	HOG:0000111	19.170928340239154	1.0	14-loss-presence
HOG:0000014	HOG:0000137	13.497304537935793	1.0	14-loss-presence
HOG:0000014	HOG:0000139	19.170928340239154	1.0	14-loss-presence
HOG:0000014	HOG:0000239	16.87163067241974	1.0	14-loss-presence
HOG:0000014	HOG:0000246	19.170928340239154	1.0	14-loss-presence
HOG:0000014	HOG:0000257	15.336742672191324	1.0	14-loss-presence
HOG:0000014	HOG:0000272	19.170928340239154	1.0	14-loss-presence
HOG:0000014	HOG:0000277	19.170928340239154	1.0	14-loss-presence
HOG:0000014	HOG:0000014	19.170928340239154	1.0	14-gain-loss-presence
HOG:0000014	HOG:0000015	13.497304537935793	1.0	14-gain-loss-presence
HOG:0000014	HOG:0000041	15.336742672191324	1.0	14-gain-loss-presence
HOG:0000014	HOG:0000068	19.170928340239154	1.0	14-gain-loss-presence
HOG:0000014	HOG:0000109	19.170928340239154	1.0	14-gain-loss-presence
HOG:0000014	HOG:0000111	19.170928340239154	1.0	14-gain-loss-presence
HOG:0000014	HOG:0000137	13.497304537935793	1.0	14-gain-loss-presence
HOG:0000014	HOG:0000139	19.170928340239154	1.0	14-gain-loss-presence
HOG:0000014	HOG:0000239	16.87163067241974	1.0	14-gain-loss-presence
HOG:0000014	HOG:0000246	19.170928340239154	1.0	14-gain-loss-presence
HOG:0000014	HOG:0000257	15.336742672191324	1.0	14-gain-loss-presence
HOG:0000014	HOG:0000272	19.170928340239154	1.0	14-gain-loss-presence
HOG:0000014	HOG:0000277	19.170928340239154	1.0	14-gain-loss-presence
HOG:0000014	HOG:0000014	19.170928340239154	1.0	14-presence
HOG:0000014	HOG:0000014	19.170928340239154	1.0	14-duplication-presence
HOG:0000014	HOG:0000014	19.170928340239154	1.0	14-loss
HOG:0000014	HOG:0000001	42.60206297830924	0.640625	14-gain-presence
HOG:0000014	HOG:0000013	31.951547233731922	0.640625	14-gain-presence
HOG:0000014	HOG:0000014	19.170928340239154	1.0	14-gain-presence
HOG:0000014	HOG:0000015	13.497304537935793	1.0	14-gain-presence
HOG:0000014	HOG:0000018	30.418682121852317	0.640625	14-gain-presence
HOG:0000014	HOG:0000019	25.561237786985544	0.640625	14-gain-presence
HOG:0000014	HOG:0000030	37.49251260537721	0.640625	14-gain-presence
HOG:0000014	HOG:0000041	15.336742672191324	1.0	14-gain-presence
HOG:0000014	HOG:0000046	25.561237786985544	0.640625	14-gain-presence
HOG:0000014	HOG:0000048	32.68616377423975	0.640625	14-gain-presence
HOG:0000014	HOG:0000058	19.170928340239154	0.640625	14-gain-presence
HOG:0000014	HOG:0000067	28.117361565684092	0.640625	14-gain-presence
HOG:0000014	HOG:0000068	19.170928340239154	1.0	14-gain-presence
HOG:0000014	HOG:0000073	88.43546410793348	0.4609375	14-gain-presence
HOG:0000014	HOG:0000074	25.561237786985544	0.5546875	14-gain-presence
HOG:0000014	HOG:0000080	25.561237786985544	0.640625	14-gain-presence
HOG:0000014	HOG:0000094	19.170928340239154	0.640625	14-gain-presence
HOG:0000014	HOG:0000109	19.170928340239154	1.0	14-gain-presence
HOG:0000014	HOG:0000111	19.170928340239154	1.0	14-gain-presence
HOG:0000014	HOG:0000114	32.59057817840657	0.53125	14-gain-presence
HOG:0000014	HOG:0000118	25.561237786985544	0.640625	14-gain-presence
HOG:0000014	HOG:0000123	22.495507563226326	0.640625	14-gain-presence
HOG:0000014	HOG:0000137	13.497304537935793	1.0	14-gain-presence
HOG:0000014	HOG:0000138	25.561237786985544	0.640625	14-gain-presence
HOG:0000014	HOG:0000139	19.170928340239154	1.0	14-gain-presence
HOG:0000014	HOG:0000140	30.418682121852317	0.640625	14-gain-presence
HOG:0000014	HOG:0000143	37.49251260537721	0.640625	14-gain-presence
HOG:0000014	HOG:0000144	25.561237786985544	0.640625	14-gain-presence
HOG:0000014	HOG:0000160	39.40690825493605	0.640625	14-gain-presence
HOG:0000014	HOG:0000188	25.561237786985544	0.640625	14-gain-presence
HOG:0000014	HOG:0000208	25.561237786985544	0.640625	14-gain-presence
HOG:0000014	HOG:0000215	22.495507563226326	0.640625	14-gain-presence
HOG:0000014	HOG:0000217	13.497304537935793	0.640625	14-gain-presence
HOG:0000014	HOG:0000228	41.06919786642963	0.640625	14-gain-presence
HOG:0000014	HOG:0000231	22.495507563226326	0.5546875	14-gain-presence
HOG:0000014	HOG:0000239	16.87163067241974	1.0	14-gain-presence
HOG:0000014	HOG:0000246	19.170928340239154	1.0	14-gain-presence
HOG:0000014	HOG:0000251	22.495507563226326	0.640625	14-gain-presence
HOG:0000014	HOG:0000256	61.86062291052358	0.640625	14-gain-presence
HOG:0000014	HOG:0000257	15.336742672191324	1.0	14-gain-presence
HOG:0000014	HOG:0000258	49.844413684621806	0.5546875	14-gain-presence
HOG:0000014	HOG:0000259	32.59057817840657	0.5390625	14-gain-presence
HOG:0000014	HOG:0000271	15.336742672191324	0.640625	14-gain-presence
HOG:0000014	HOG:0000272	19.170928340239154	1.0	14-gain-presence
HOG:0000014	HOG:0000277	19.170928340239154	1.0	14-gain-presence
HOG:0000014	HOG:0000014	19.170928340239154	1.0	14-duplication-loss-presence
HOG:0000014	HOG:0000015	13.497304537935793	1.0	14-duplication-loss-presence
HOG:0000014	HOG:0000041	15.336742672191324	1.0	14-duplication-loss-presence
HOG:0000014	HOG:0000068	19.170928340239154	1.0	14-duplication-loss-presence
HOG:0000014	HOG:0000109	19.170928340239154	1.0	14-duplication-loss-presence
HOG:0000014	HOG:0000111	19.170928340239154	1.0	14-duplication-loss-presence
HOG:0000014	HOG:0000137	13.497304537935793	1.0	14-duplication-loss-presence
HOG:0000014	HOG:0000139	19.170928340239154	1.0	14-duplication-loss-presence
HOG:0000014	HOG:0000239	16.87163067241974	1.0	14-duplication-loss-presence
HOG:0000014	HOG:0000246	19.170928340239154	1.0	14-duplication-loss-presence
HOG:0000014	HOG:0000257	15.336742672191324	1.0	14-duplication-loss-presence
HOG:0000014	HOG:0000272	19.170928340239154	1.0	14-duplication-loss-presence
HOG:0000014	HOG:0000277	19.170928340239154	1.0	14-duplication-loss-presence
HOG:0000014	HOG:0000014	19.170928340239154	1.0	14-duplication-gain-loss-presence
HOG:0000014	HOG:0000015	13.497304537935793	1.0	14-duplication-gain-loss-presence
HOG:0000014	HOG:0000041	15.336742672191324	1.0	14-duplication-gain-loss-presence
HOG:0000014	HOG:0000068	19.170928340239154	1.0	14-duplication-gain-loss-presence
HOG:0000014	HOG:0000109	19.170928340239154	1.0	14-duplication-gain-loss-presence
HOG:0000014	HOG:0000111	19.170928340239154	1.0	14-duplication-gain-loss-presence
HOG:0000014	HOG:0000137	13.497304537935793	1.0	14-duplication-gain-loss-presence
HOG:0000014	HOG:0000139	19.170928340239154	1.0	14-duplication-gain-loss-presence
HOG:0000014	HOG:0000239	16.87163067241974	1.0	14-duplication-gain-loss-presence
HOG:0000014	HOG:0000246	19.170928340239154	1.0	14-duplication-gain-loss-presence
HOG:0000014	HOG:0000257	15.336742672191324	1.0	14-duplication-gain-loss-presence
HOG:0000014	HOG:0000272	19.170928340239154	1.0	14-duplication-gain-loss-presence
HOG:0000014	HOG:0000277	19.170928340239154	1.0	14-duplication-gain-loss-presence
HOG:0000014	HOG:0000014	19.170928340239154	1.0	14-duplication-gain
HOG:0000015	HOG:0000001	37.49251260537721	0.640625	15-gain-presence
HOG:0000015	HOG:0000013	28.1193844540329	0.640625	15-gain-presence
HOG:0000015	HOG:0000014	16.87163067241974	1.0	15-gain-presence
HOG:0000015	HOG:0000015	21.46490165184374	1.0	15-gain-presence
HOG:0000015	HOG:0000018	38.07888084641784	0.640625	15-gain-presence
HOG:0000015	HOG:0000019	22.495507563226326	0.640625	15-gain-presence
HOG:0000015	HOG:0000030	37.49251260537721	0.640625	15-gain-presence
HOG:0000015	HOG:0000041	13.497304537935793	1.0	15-gain-presence
HOG:0000015	HOG:0000046	22.495507563226326	0.640625	15-gain-presence
HOG:0000015	HOG:0000048	31.868635714570626	0.640625	15-gain-presence
HOG:0000015	HOG:0000058	16.87163067241974	0.640625	15-gain-presence
HOG:0000015	HOG:0000067	24.745058319548953	0.640625	15-gain-presence
HOG:0000015	HOG:0000068	16.87163067241974	1.0	15-gain-presence
HOG:0000015	HOG:0000073	88.43546410793348	0.4609375	15-gain-presence
HOG:0000015	HOG:0000074	22.495507563226326	0.5546875	15-gain-presence
HOG:0000015	HOG:0000080	22.495507563226326	0.640625	15-gain-presence
HOG:0000015	HOG:0000094	16.87163067241974	0.640625	15-gain-presence
HOG:0000015	HOG:0000109	16.87163067241974	1.0	15-gain-presence
HOG:0000015	HOG:0000111	16.87163067241974	1.0	15-gain-presence
HOG:0000015	HOG:0000114	28.681772143113562	0.53125	15-gain-presence
HOG:0000015	HOG:0000118	22.495507563226326	0.640625	15-gain-presence
HOG:0000015	HOG:0000123	22.495507563226326	0.640625	15-gain-presence
HOG:0000015	HOG:0000137	13.497304537935793	1.0	15-gain-presence
HOG:0000015	HOG:0000138	22.495507563226326	0.640625	15-gain-presence
HOG:0000015	HOG:0000139	16.87163067241974	1.0	15-gain-presence
HOG:0000015	HOG:0000140	38.07888084641784	0.640625	15-gain-presence
HOG:0000015	HOG:0000143	37.49251260537721	0.640625	15-gain-presence
HOG:0000015	HOG:0000144	22.495507563226326	0.640625	15-gain-presence
HOG:0000015	HOG:0000160	34.680574159973915	0.640625	15-gain-presence
HOG:0000015	HOG:0000188	22.495507563226326	0.640625	15-gain-presence
HOG:0000015	HOG:0000208	22.495507563226326	0.640625	15-gain-presence
HOG:0000015	HOG:0000215	22.495507563226326	0.640625	15-gain-presence
HOG:0000015	HOG:0000217	13.497304537935793	0.640625	15-gain-presence
HOG:0000015	HOG:0000228	43.31882029135815	0.640625	15-gain-presence
HOG:0000015	HOG:0000231	35.774836086406225	0.5546875	15-gain-presence
HOG:0000015	HOG:0000239	16.87163067241974	1.0	15-gain-presence
HOG:0000015	HOG:0000246	16.87163067241974	1.0	15-gain-presence
HOG:0000015	HOG:0000251	22.495507563226326	0.640625	15-gain-presence
HOG:0000015	HOG:0000256	58.488319664388435	0.640625	15-gain-presence
HOG:0000015	HOG:0000257	13.497304537935793	1.0	15-gain-presence
HOG:0000015	HOG:0000258	43.86623974829133	0.5546875	15-gain-presence
HOG:0000015	HOG:0000259	28.681772143113562	0.5390625	15-gain-presence
HOG:0000015	HOG:0000271	13.497304537935793	0.640625	15-gain-presence
HOG:0000015	HOG:0000272	16.87163067241974	1.0	15-gain-presence
HOG:0000015	HOG:0000277	16.87163067241974	1.0	15-gain-presence
HOG:0000015	HOG:0000001	37.49251260537721	0.640625	15-duplication-gain-presence
HOG:0000015	HOG:0000013	28.1193844540329	0.640625	15-duplication-gain-presence
HOG:0000015	HOG:0000014	16.87163067241974	1.0	15-duplication-gain-presence
HOG:0000015	HOG:0000015	21.46490165184374	1.0	15-duplication-gain-presence
HOG:0000015	HOG:0000018	38.07888084641784	0.640625	15-duplication-gain-presence
HOG:0000015	HOG:0000019	22.495507563226326	0.640625	15-duplication-gain-presence
HOG:0000015	HOG:0000030	37.49251260537721	0.640625	15-duplication-gain-presence
HOG:0000015	HOG:0000041	13.497304537935793	1.0	15-duplication-gain-presence
HOG:0000015	HOG:0000046	22.495507563226326	0.640625	15-duplication-gain-presence
HOG:0000015	HOG:0000048	31.868635714570626	0.640625	15-duplication-gain-presence
HOG:0000015	HOG:0000058	16.87163067241974	0.640625	15-duplication-gain-presence
HOG:0000015	HOG:0000067	24.745058319548953	0.640625	15-duplication-gain-presence
HOG:0000015	HOG:0000068	16.87163067241974	1.0	15-duplication-gain-presence
HOG:0000015	HOG:0000073	88.43546410793348	0.4609375	15-duplication-gain-presence
HOG:0000015	HOG:0000074	22.495507563226326	0.5546875	15-duplication-gain-presence
HOG:0000015	HOG:0000080	22.495507563226326	0.640625	15-duplication-gain-presence
HOG:0000015	HOG:0000094	16.87163067241974	0.640625	15-duplication-gain-presence
HOG:0000015	HOG:0000109	16.87163067241974	1.0	15-duplication-gain-presence
HOG:0000015	HOG:0000111	16.87163067241974	1.0	15-duplication-gain-presence
HOG:0000015	HOG:0000114	28.681772143113562	0.53125	15-duplication-gain-presence
HOG:0000015	HOG:0000118	22.495507563226326	0.640625	15-duplication-gain-presence
HOG:0000015	HOG:0000123	22.495507563226326	0.640625	15-duplication-gain-presence
HOG:0000015	HOG:0000137	13.497304537935793	1.0	15-duplication-gain-presence
HOG:0000015	HOG:0000138	22.495507563226326	0.640625	15-duplication-gain-presence
HOG:0000015	HOG:0000139	16.87163067241974	1.0	15-duplication-gain-presence
HOG:0000015	HOG:0000140	38.07888084641784	0.640625	15-duplication-gain-presence
HOG:0000015	HOG:0000143	37.49251260537721	0.640625	15-duplication-gain-presence
HOG:0000015	HOG:0000144	22.495507563226326	0.640625	15-duplication-gain-presence
HOG:0000015	HOG:0000160	34.680574159973915	0.640625	15-duplication-gain-presence
HOG:0000015	HOG:0000188	22.495507563226326	0.640625	15-duplication-gain-presence
HOG:0000015	HOG:0000208	22.495507563226326	0.640625	15-duplication-gain-presence
HOG:0000015	HOG:0000215	22.495507563226326	0.640625	15-duplication-gain-presence
HOG:0000015	HOG:0000217	13.497304537935793	0.640625	15-duplication-gain-presence
HOG:0000015	HOG:0000228	43.31882029135815	0.640625	15-duplication-gain-presence
HOG:0000015	HOG:0000231	35.774836086406225	0.5546875	15-duplication-gain-presence
HOG:0000015	HOG:0000239	16.87163067241974	1.0	15-duplication-gain-presence
HOG:0000015	HOG:0000246	16.87163067241974	1.0	15-duplication-gain-presence
HOG:0000015	HOG:0000251	22.495507563226326	0.640625	15-duplication-gain-presence
HOG:0000015	HOG:0000256	58.488319664388435	0.640625	15-duplication-gain-presence
HOG:0000015	HOG:0000257	13.497304537935793	1.0	15-duplication-gain-presence
HOG:0000015	HOG:0000258	43.86623974829133	0.5546875	15-duplication-gain-presence
HOG:0000015	HOG:0000259	28.681772143113562	0.5390625	15-duplication-gain-presence
HOG:0000015	HOG:0000271	13.497304537935793	0.640625	15-duplication-gain-presence
HOG:0000015	HOG:0000272	16.87163067241974	1.0	15-duplication-gain-presence
HOG:0000015	HOG:0000277	16.87163067241974	1.0	15-duplication-gain-presence
HOG:0000015	HOG:0000015	21.46490165184374	1.0	15-duplication
HOG:0000015	HOG:0000014	16.87163067241974	1.0	15-loss-presence
HOG:0000015	HOG:0000015	21.46490165184374	1.0	15-loss-presence
HOG:0000015	HOG:0000041	13.497304537935793	1.0	15-loss-presence
HOG:0000015	HOG:0000068	16.87163067241974	1.0	15-loss-presence
HOG:0000015	HOG:0000109	16.87163067241974	1.0	15-loss-presence
HOG:0000015	HOG:0000111	16.87163067241974	1.0	15-loss-presence
HOG:0000015	HOG:0000137	13.497304537935793	1.0	15-loss-presence
HOG:0000015	HOG:0000139	16.87163067241974	1.0	15-loss-presence
HOG:0000015	HOG:0000239	16.87163067241974	1.0	15-loss-presence
HOG:0000015	HOG:0000246	16.87163067241974	1.0	15-loss-presence
HOG:0000015	HOG:0000257	13.497304537935793	1.0	15-loss-presence
HOG:0000015	HOG:0000272	16.87163067241974	1.0	15-loss-presence
HOG:0000015	HOG:0000277	16.87163067241974	1.0	15-loss-presence
HOG:0000015	HOG:0000014	16.87163067241974	1.0	15-gain-loss
HOG:0000015	HOG:0000015	21.46490165184374	1.0	15-gain-loss
HOG:0000015	HOG:0000041	13.497304537935793	1.0	15-gain-loss
HOG:0000015	HOG:0000068	16.87163067241974	1.0	15-gain-loss
HOG:0000015	HOG:0000109	16.87163067241974	1.0	15-gain-loss
HOG:0000015	HOG:0000111	16.87163067241974	1.0	15-gain-loss
HOG:0000015	HOG:0000137	13.497304537935793	1.0	15-gain-loss
HOG:0000015	HOG:0000139	16.87163067241974	1.0	15-gain-loss
HOG:0000015	HOG:0000239	16.87163067241974	1.0	15-gain-loss
HOG:0000015	HOG:0000246	16.87163067241974	1.0	15-gain-loss
HOG:0000015	HOG:0000257	13.497304537935793	1.0	15-gain-loss
HOG:0000015	HOG:0000272	16.87163067241974	1.0	15-gain-loss
HOG:0000015	HOG:0000277	16.87163067241974	1.0	15-gain-loss
HOG:0000015	HOG:0000014	16.87163067241974	1.0	15-duplication-gain-loss
HOG:0000015	HOG:0000015	21.46490165184374	1.0	15-duplication-gain-loss
HOG:0000015	HOG:0000041	13.497304537935793	1.0	15-duplication-gain-loss
HOG:0000015	HOG:0000068	16.87163067241974	1.0	15-duplication-gain-loss
HOG:0000015	HOG:0000109	16.87163067241974	1.0	15-duplication-gain-loss
HOG:0000015	HOG:0000111	16.87163067241974	1.0	15-duplication-gain-loss
HOG:0000015	HOG:0000137	13.497304537935793	1.0	15-duplication-gain-loss
HOG:0000015	HOG:0000139	16.87163067241974	1.0	15-duplication-gain-loss
HOG:0000015	HOG:0000239	16.87163067241974	1.0	15-duplication-gain-loss
HOG:0000015	HOG:0000246	16.87163067241974	1.0	15-duplication-gain-loss
HOG:0000015	HOG:0000257	13.497304537935793	1.0	15-duplication-gain-loss
HOG:0000015	HOG:0000272	16.87163067241974	1.0	15-duplication-gain-loss
HOG:0000015	HOG:0000277	16.87163067241974	1.0	15-duplication-gain-loss
HOG:0000015	HOG:0000014	16.87163067241974	1.0	15-duplication-gain-loss-presence
HOG:0000015	HOG:0000015	21.46490165184374	1.0	15-duplication-gain-loss-presence
HOG:0000015	HOG:0000041	13.497304537935793	1.0	15-duplication-gain-loss-presence
HOG:0000015	HOG:0000068	16.87163067241974	1.0	15-duplication-gain-loss-presence
HOG:0000015	HOG:0000109	16.87163067241974	1.0	15-duplication-gain-loss-presence
HOG:0000015	HOG:0000111	16.87163067241974	1.0	15-duplication-gain-loss-presence
HOG:0000015	HOG:0000137	13.497304537935793	1.0	15-duplication-gain-loss-presence
HOG:0000015	HOG:0000139	16.87163067241974	1.0	15-duplication-gain-loss-presence
HOG:0000015	HOG:0000239	16.87163067241974	1.0	15-duplication-gain-loss-presence
HOG:0000015	HOG:0000246	16.87163067241974	1.0	15-duplication-gain-loss-presence
HOG:0000015	HOG:0000257	13.497304537935793	1.0	15-duplication-gain-loss-presence
HOG:0000015	HOG:0000272	16.87163067241974	1.0	15-duplication-gain-loss-presence
HOG:0000015	HOG:0000277	16.87163067241974	1.0	15-duplication-gain-loss-presence
HOG:0000015	HOG:0000015	21.46490165184374	1.0	15-duplication-gain
HOG:0000015	HOG:0000015	21.46490165184374	1.0	15-presence
HOG:0000015	HOG:0000015	21.46490165184374	1.0	15-duplication-presence
HOG:0000015	HOG:0000014	16.87163067241974	1.0	15-gain-loss-presence
HOG:0000015	HOG:0000015	21.46490165184374	1.0	15-gain-loss-presence
HOG:0000015	HOG:0000041	13.497304537935793	1.0	15-gain-loss-presence
HOG:0000015	HOG:0000068	16.87163067241974	1.0	15-gain-loss-presence
HOG:0000015	HOG:0000109	16.87163067241974	1.0	15-gain-loss-presence
HOG:0000015	HOG:0000111	16.87163067241974	1.0	15-gain-loss-presence
HOG:0000015	HOG:0000137	13.497304537935793	1.0	15-gain-loss-presence
HOG:0000015	HOG:0000139	16.87163067241974	1.0	15-gain-loss-presence
HOG:0000015	HOG:0000239	16.87163067241974	1.0	15-gain-loss-presence
HOG:0000015	HOG:0000246	16.87163067241974	1.0	15-gain-loss-presence
HOG:0000015	HOG:0000257	13.497304537935793	1.0	15-gain-loss-presence
HOG:0000015	HOG:0000272	16.87163067241974	1.0	15-gain-loss-presence
HOG:0000015	HOG:0000277	16.87163067241974	1.0	15-gain-loss-presence
HOG:0000015	HOG:0000015	21.46490165184374	1.0	15-gain
HOG:0000015	HOG:0000015	21.46490165184374	1.0	15-duplication-loss
HOG:0000015	HOG:0000014	16.87163067241974	1.0	15-duplication-loss-presence
HOG:0000015	HOG:0000015	21.46490165184374	1.0	15-duplication-loss-presence
HOG:0000015	HOG:0000041	13.497304537935793	1.0	15-duplication-loss-presence
HOG:0000015	HOG:0000068	16.87163067241974	1.0	15-duplication-loss-presence
HOG:0000015	HOG:0000109	16.87163067241974	1.0	15-duplication-loss-presence
HOG:0000015	HOG:0000111	16.87163067241974	1.0	15-duplication-loss-presence
HOG:0000015	HOG:0000137	13.497304537935793	1.0	15-duplication-loss-presence
HOG:0000015	HOG:0000139	16.87163067241974	1.0	15-duplication-loss-presence
HOG:0000015	HOG:0000239	16.87163067241974	1.0	15-duplication-loss-presence
HOG:0000015	HOG:0000246	16.87163067241974	1.0	15-duplication-loss-presence
HOG:0000015	HOG:0000257	13.497304537935793	1.0	15-duplication-loss-presence
HOG:0000015	HOG:0000272	16.87163067241974	1.0	15-duplication-loss-presence
HOG:0000015	HOG:0000277	16.87163067241974	1.0	15-duplication-loss-presence
HOG:0000015	HOG:0000015	21.46490165184374	1.0	15-loss
HOG:0000016	HOG:0000016	32.07486813450129	1.0	16-duplication
HOG:0000016	HOG:0000016	32.07486813450129	1.0	16-duplication-loss-presence
HOG:0000016	HOG:0000027	28.45214795603954	1.0	16-duplication-loss-presence
HOG:0000016	HOG:0000036	20.150856956383745	1.0	16-duplication-loss-presence
HOG:0000016	HOG:0000049	29.242517549386417	1.0	16-duplication-loss-presence
HOG:0000016	HOG:0000076	35.76777109758115	1.0	16-duplication-loss-presence
HOG:0000016	HOG:0000087	36.98905195128563	1.0	16-duplication-loss-presence
HOG:0000016	HOG:0000099	33.09479728590061	1.0	16-duplication-loss-presence
HOG:0000016	HOG:0000101	19.170928340239154	1.0	16-duplication-loss-presence
HOG:0000016	HOG:0000103	25.188571195479682	1.0	16-duplication-loss-presence
HOG:0000016	HOG:0000106	15.336742672191324	1.0	16-duplication-loss-presence
HOG:0000016	HOG:0000153	19.170928340239154	1.0	16-duplication-loss-presence
HOG:0000016	HOG:0000171	20.150856956383745	1.0	16-duplication-loss-presence
HOG:0000016	HOG:0000181	25.188571195479682	1.0	16-duplication-loss-presence
HOG:0000016	HOG:0000184	16.87163067241974	1.0	16-duplication-loss-presence
HOG:0000016	HOG:0000185	28.119384454032907	1.0	16-duplication-loss-presence
HOG:0000016	HOG:0000203	25.188571195479682	1.0	16-duplication-loss-presence
HOG:0000016	HOG:0000212	25.561237786985544	0.8359375	16-duplication-loss-presence
HOG:0000016	HOG:0000220	25.188571195479682	1.0	16-duplication-loss-presence
HOG:0000016	HOG:0000235	20.150856956383745	1.0	16-duplication-loss-presence
HOG:0000016	HOG:0000260	20.150856956383745	1.0	16-duplication-loss-presence
HOG:0000016	HOG:0000265	40.58719962943314	1.0	16-duplication-loss-presence
HOG:0000016	HOG:0000269	19.170928340239154	1.0	16-duplication-loss-presence
HOG:0000016	HOG:0000270	22.73539926540107	1.0	16-duplication-loss-presence
HOG:0000016	HOG:0000016	32.07486813450129	1.0	16-gain-loss
HOG:0000016	HOG:0000016	32.07486813450129	1.0	16-gain-loss-presence
HOG:0000016	HOG:0000027	28.45214795603954	1.0	16-gain-loss-presence
HOG:0000016	HOG:0000036	20.150856956383745	1.0	16-gain-loss-presence
HOG:0000016	HOG:0000049	29.242517549386417	1.0	16-gain-loss-presence
HOG:0000016	HOG:0000076	35.76777109758115	1.0	16-gain-loss-presence
HOG:0000016	HOG:0000087	36.98905195128563	1.0	16-gain-loss-presence
HOG:0000016	HOG:0000099	33.09479728590061	1.0	16-gain-loss-presence
HOG:0000016	HOG:0000101	19.170928340239154	1.0	16-gain-loss-presence
HOG:0000016	HOG:0000103	25.188571195479682	1.0	16-gain-loss-presence
HOG:0000016	HOG:0000106	15.336742672191324	1.0	16-gain-loss-presence
HOG:0000016	HOG:0000153	19.170928340239154	1.0	16-gain-loss-presence
HOG:0000016	HOG:0000171	20.150856956383745	1.0	16-gain-loss-presence
HOG:0000016	HOG:0000181	25.188571195479682	1.0	16-gain-loss-presence
HOG:0000016	HOG:0000184	16.87163067241974	1.0	16-gain-loss-presence
HOG:0000016	HOG:0000185	28.119384454032907	1.0	16-gain-loss-presence
HOG:0000016	HOG:0000203	25.188571195479682	1.0	16-gain-loss-presence
HOG:0000016	HOG:0000212	25.561237786985544	0.8359375	16-gain-loss-presence
HOG:0000016	HOG:0000220	25.188571195479682	1.0	16-gain-loss-presence
HOG:0000016	HOG:0000235	20.150856956383745	1.0	16-gain-loss-presence
HOG:0000016	HOG:0000260	20.150856956383745	1.0	16-gain-loss-presence
HOG:0000016	HOG:0000265	40.58719962943314	1.0	16-gain-loss-presence
HOG:0000016	HOG:0000269	19.170928340239154	1.0	16-gain-loss-presence
HOG:0000016	HOG:0000270	22.73539926540107	1.0	16-gain-loss-presence
HOG:0000016	HOG:0000016	32.07486813450129	1.0	16-duplication-gain-loss-presence
HOG:0000016	HOG:0000027	28.45214795603954	1.0	16-duplication-gain-loss-presence
HOG:0000016	HOG:0000036	20.150856956383745	1.0	16-duplication-gain-loss-presence
HOG:0000016	HOG:0000049	29.242517549386417	1.0	16-duplication-gain-loss-presence
HOG:0000016	HOG:0000076	35.76777109758115	1.0	16-duplication-gain-loss-presence
HOG:0000016	HOG:0000087	36.98905195128563	1.0	16-duplication-gain-loss-presence
HOG:0000016	HOG:0000099	33.09479728590061	1.0	16-duplication-gain-loss-presence
HOG:0000016	HOG:0000101	19.170928340239154	1.0	16-duplication-gain-loss-presence
HOG:0000016	HOG:0000103	25.188571195479682	1.0	16-duplication-gain-loss-presence
HOG:0000016	HOG:0000106	15.336742672191324	1.0	16-duplication-gain-loss-presence
HOG:0000016	HOG:0000153	19.170928340239154	1.0	16-duplication-gain-loss-presence
HOG:0000016	HOG:0000171	20.150856956383745	1.0	16-duplication-gain-loss-presence
HOG:0000016	HOG:0000181	25.188571195479682	1.0	16-duplication-gain-loss-presence
HOG:0000016	HOG:0000184	16.87163067241974	1.0	16-duplication-gain-loss-presence
HOG:0000016	HOG:0000185	28.119384454032907	1.0	16-duplication-gain-loss-presence
HOG:0000016	HOG:0000203	25.188571195479682	1.0	16-duplication-gain-loss-presence
HOG:0000016	HOG:0000212	25.561237786985544	0.8359375	16-duplication-gain-loss-presence
HOG:0000016	HOG:0000220	25.188571195479682	1.0	16-duplication-gain-loss-presence
HOG:0000016	HOG:0000235	20.150856956383745	1.0	16-duplication-gain-loss-presence
HOG:0000016	HOG:0000260	20.150856956383745	1.0	16-duplication-gain-loss-presence
